valueDateTimeOffset,premium,volatility_index,rate_differential,trading_volume,currency_a_strength,currency_b_strength,economic_trend,session_asian,session_european,session_us,high_volatility,is_weekend
2024-01-11 05:00:00+00:00,1.4855,18.33,2.6667,1469,102.11,106.58,0.0387,1,0,0,0,0
2024-01-11 06:00:00+00:00,1.5209,17.63,2.6888,1574,101.72,106.5,0.0462,1,0,0,0,0
2024-01-11 07:00:00+00:00,1.536,16.73,2.6776,1292,101.39,106.34,0.0501,1,0,0,0,0
2024-01-11 08:00:00+00:00,1.5962,28.83,2.6798,1565,100.96,106.1,0.0477,1,0,0,1,0
2024-01-11 09:00:00+00:00,1.5961,22.02,2.6837,1361,100.67,105.98,0.0539,1,0,0,0,0
2024-01-11 10:00:00+00:00,1.5398,13.7,2.6767,1209,100.29,105.74,0.0526,0,1,0,0,0
2024-01-11 11:00:00+00:00,1.5293,24.59,2.6867,1120,99.89,105.52,0.0503,0,1,0,1,0
2024-01-11 12:00:00+00:00,1.5398,30.61,2.6753,996,99.5,105.3,0.0527,0,1,0,1,0
2024-01-11 13:00:00+00:00,1.4813,25.16,2.691,697,99.17,105.06,0.0474,0,1,0,1,0
2024-01-11 14:00:00+00:00,1.3623,12.4,2.6621,899,98.77,104.84,0.0525,0,1,0,0,0
2024-01-11 15:00:00+00:00,1.2692,17.58,2.6631,651,98.36,104.58,0.0472,0,1,0,0,0
2024-01-11 16:00:00+00:00,1.2785,26.33,2.7002,611,97.97,104.23,0.0419,0,1,0,1,0
2024-01-11 17:00:00+00:00,1.2175,16.46,2.6782,612,97.55,104.02,0.0374,0,0,1,0,0
2024-01-11 18:00:00+00:00,1.1818,22.22,2.6629,398,97.27,103.7,0.0412,0,0,1,0,0
2024-01-11 19:00:00+00:00,1.1514,23.87,2.6715,564,96.88,103.34,0.0381,0,0,1,1,0
2024-01-11 20:00:00+00:00,1.1174,15.37,2.6734,540,96.56,103.03,0.0314,0,0,1,0,0
2024-01-11 21:00:00+00:00,1.1092,19.7,2.6787,731,96.22,102.68,0.0283,0,0,1,0,0
2024-01-11 22:00:00+00:00,1.0696,8.0,2.6867,537,95.82,102.32,0.0282,0,0,1,0,0
2024-01-11 23:00:00+00:00,1.0673,14.88,2.6975,861,95.47,102.06,0.0223,0,0,1,0,0
2024-01-12 00:00:00+00:00,1.0661,18.74,2.7177,940,95.17,101.65,0.0165,0,0,0,0,0
2024-01-12 01:00:00+00:00,1.0664,13.76,2.7237,1173,94.83,101.23,0.0271,1,0,0,0,0
2024-01-12 02:00:00+00:00,1.144,28.16,2.7167,1297,94.56,100.83,0.0228,1,0,0,1,0
2024-01-12 03:00:00+00:00,1.1731,12.85,2.7279,1283,94.29,100.47,0.0212,1,0,0,0,0
2024-01-12 04:00:00+00:00,1.1918,17.8,2.7637,1362,94.02,99.98,0.0193,1,0,0,0,0
2024-01-12 05:00:00+00:00,1.2604,20.65,2.7584,1472,93.7,99.47,0.0172,1,0,0,0,0
2024-01-12 06:00:00+00:00,1.3521,27.21,2.7363,1410,93.35,99.02,0.0203,1,0,0,1,0
2024-01-12 07:00:00+00:00,1.3366,12.82,2.7561,1567,93.03,98.52,0.0251,1,0,0,0,0
2024-01-12 08:00:00+00:00,1.376,25.82,2.7511,1396,92.76,98.08,0.0235,1,0,0,1,0
2024-01-12 09:00:00+00:00,1.3697,20.05,2.7051,1063,92.52,97.69,0.0173,1,0,0,0,0
2024-01-12 10:00:00+00:00,1.3397,15.09,2.72,1213,92.15,97.23,0.0237,0,1,0,0,0
2024-01-12 11:00:00+00:00,1.3198,22.31,2.7071,1026,91.9,96.75,0.0232,0,1,0,0,0
2024-01-12 12:00:00+00:00,1.289,21.0,2.7033,837,91.67,96.36,0.0319,0,1,0,0,0
2024-01-12 13:00:00+00:00,1.2526,17.0,2.7079,747,91.43,96.0,0.0207,0,1,0,0,0
2024-01-12 14:00:00+00:00,1.187,20.35,2.7096,761,91.27,95.53,0.0216,0,1,0,0,0
2024-01-12 15:00:00+00:00,1.0945,18.07,2.7217,779,91.09,95.2,0.0312,0,1,0,0,0
2024-01-12 16:00:00+00:00,1.0582,20.57,2.7108,598,90.96,94.87,0.0295,0,1,0,0,0
2024-01-12 17:00:00+00:00,1.0554,23.31,2.7189,456,90.77,94.56,0.0283,0,0,1,0,0
2024-01-12 18:00:00+00:00,1.059,27.93,2.7115,546,90.65,94.28,0.0298,0,0,1,1,0
2024-01-12 19:00:00+00:00,0.9746,13.81,2.7242,471,90.58,94.05,0.027,0,0,1,0,0
2024-01-12 20:00:00+00:00,1.0051,30.67,2.7343,498,90.5,93.72,0.0255,0,0,1,1,0
2024-01-12 21:00:00+00:00,0.9341,10.24,2.7132,531,90.31,93.42,0.0238,0,0,1,0,0
2024-01-12 22:00:00+00:00,0.9553,19.24,2.7328,575,90.18,93.11,0.0206,0,0,1,0,0
2024-01-12 23:00:00+00:00,0.975,22.94,2.7197,832,90.06,92.84,0.0268,0,0,1,0,0
2024-01-13 00:00:00+00:00,0.9957,21.4,2.7337,1016,90.0,92.66,0.0291,0,0,0,0,1
2024-01-13 01:00:00+00:00,1.0111,16.89,2.7387,1120,89.96,92.35,0.0303,1,0,0,0,1
2024-01-13 02:00:00+00:00,1.0668,18.96,2.7731,1208,89.85,92.09,0.0344,1,0,0,0,1
2024-01-13 03:00:00+00:00,1.1112,17.53,2.7659,1259,89.81,91.96,0.0331,1,0,0,0,1
2024-01-13 04:00:00+00:00,1.1676,17.05,2.7563,1494,89.67,91.83,0.0292,1,0,0,0,1
2024-01-13 05:00:00+00:00,1.2506,24.25,2.7533,1351,89.72,91.65,0.0262,1,0,0,1,1
2024-01-13 06:00:00+00:00,1.2897,21.79,2.7447,1578,89.69,91.56,0.0262,1,0,0,0,1
2024-01-13 07:00:00+00:00,1.3201,16.54,2.7583,1383,89.7,91.45,0.0209,1,0,0,0,1
2024-01-13 08:00:00+00:00,1.3667,24.5,2.7233,1358,89.7,91.43,0.0184,1,0,0,1,1
2024-01-13 09:00:00+00:00,1.3566,21.54,2.7,1207,89.8,91.36,0.0158,1,0,0,0,1
2024-01-13 10:00:00+00:00,1.4014,24.06,2.6767,1200,89.7,91.36,0.0264,0,1,0,1,1
2024-01-13 11:00:00+00:00,1.3835,23.15,2.6939,1227,89.76,91.46,0.0126,0,1,0,0,1
2024-01-13 12:00:00+00:00,1.3112,15.86,2.7262,1052,89.84,91.47,0.0117,0,1,0,0,1
2024-01-13 13:00:00+00:00,1.2668,17.2,2.7218,968,89.9,91.49,0.0203,0,1,0,0,1
2024-01-13 14:00:00+00:00,1.2547,23.74,2.7163,802,90.09,91.56,0.0209,0,1,0,1,1
2024-01-13 15:00:00+00:00,1.1848,23.05,2.7155,536,90.16,91.59,0.0247,0,1,0,0,1
2024-01-13 16:00:00+00:00,1.1147,19.9,2.7366,534,90.33,91.79,0.0252,0,1,0,0,1
2024-01-13 17:00:00+00:00,1.042,20.59,2.7157,439,90.49,91.9,0.0218,0,0,1,0,1
2024-01-13 18:00:00+00:00,1.0305,26.39,2.7183,633,90.71,92.0,0.0106,0,0,1,1,1
2024-01-13 19:00:00+00:00,0.9727,17.04,2.7356,397,90.85,92.1,0.0116,0,0,1,0,1
2024-01-13 20:00:00+00:00,0.9665,22.74,2.7433,656,90.99,92.31,0.0078,0,0,1,0,1
2024-01-13 21:00:00+00:00,0.9601,18.99,2.7446,736,91.24,92.54,0.0038,0,0,1,0,1
2024-01-13 22:00:00+00:00,0.9749,18.91,2.7622,933,91.47,92.71,0.0013,0,0,1,0,1
2024-01-13 23:00:00+00:00,1.0276,25.49,2.7055,830,91.61,92.96,0.01,0,0,1,1,1
2024-01-14 00:00:00+00:00,1.0538,24.13,2.717,1071,91.81,93.12,0.022,0,0,0,1,1
2024-01-14 01:00:00+00:00,1.1099,24.07,2.7018,1358,92.06,93.39,0.0231,1,0,0,1,1
2024-01-14 02:00:00+00:00,1.1816,26.53,2.6631,1188,92.36,93.68,0.0208,1,0,0,1,1
2024-01-14 03:00:00+00:00,1.222,20.11,2.6717,1200,92.58,94.05,0.0149,1,0,0,0,1
2024-01-14 04:00:00+00:00,1.3072,23.41,2.6975,1245,92.7,94.32,0.0172,1,0,0,1,1
2024-01-14 05:00:00+00:00,1.3244,18.45,2.6928,1554,93.01,94.57,0.0262,1,0,0,0,1
2024-01-14 06:00:00+00:00,1.3609,21.62,2.7099,1312,93.24,94.86,0.0249,1,0,0,0,1
2024-01-14 07:00:00+00:00,1.4028,19.35,2.74,1446,93.43,95.14,0.013,1,0,0,0,1
2024-01-14 08:00:00+00:00,1.4151,20.48,2.7639,1477,93.6,95.56,0.0164,1,0,0,0,1
2024-01-14 09:00:00+00:00,1.4357,22.98,2.7941,1372,93.95,96.01,0.0213,1,0,0,0,1
2024-01-14 10:00:00+00:00,1.3961,15.91,2.806,1293,94.28,96.4,0.0134,0,1,0,0,1
2024-01-14 11:00:00+00:00,1.4195,30.46,2.8044,1152,94.59,96.85,0.0143,0,1,0,1,1
2024-01-14 12:00:00+00:00,1.3441,14.97,2.7694,1128,95.0,97.25,0.0165,0,1,0,0,1
2024-01-14 13:00:00+00:00,1.2713,13.93,2.7617,775,95.37,97.65,0.0161,0,1,0,0,1
2024-01-14 14:00:00+00:00,1.2166,25.79,2.7423,682,95.79,98.04,0.0122,0,1,0,1,1
2024-01-14 15:00:00+00:00,1.1699,23.96,2.7833,569,96.07,98.44,0.0173,0,1,0,1,1
2024-01-14 16:00:00+00:00,1.1238,23.12,2.7769,650,96.43,98.78,0.0153,0,1,0,0,1
2024-01-14 17:00:00+00:00,1.0937,23.14,2.7766,607,96.71,99.21,0.0078,0,0,1,0,1
2024-01-14 18:00:00+00:00,1.0687,19.94,2.7849,545,97.06,99.62,-0.0024,0,0,1,0,1
2024-01-14 19:00:00+00:00,1.0045,15.51,2.7829,635,97.41,100.08,0.0039,0,0,1,0,1
2024-01-14 20:00:00+00:00,1.0051,20.38,2.814,449,97.81,100.5,0.007,0,0,1,0,1
2024-01-14 21:00:00+00:00,0.9729,16.61,2.7984,813,98.19,100.91,0.0074,0,0,1,0,1
2024-01-14 22:00:00+00:00,1.0343,24.88,2.7993,902,98.59,101.28,0.0052,0,0,1,1,1
2024-01-14 23:00:00+00:00,1.0598,19.26,2.7814,944,99.0,101.69,0.0026,0,0,1,0,1
2024-01-15 00:00:00+00:00,1.0626,15.87,2.7522,1178,99.48,102.13,-0.0028,0,0,0,0,0
2024-01-15 01:00:00+00:00,1.1156,18.39,2.7375,964,99.84,102.46,-0.005,1,0,0,0,0
2024-01-15 02:00:00+00:00,1.1859,22.06,2.7343,1198,100.16,102.85,-0.0156,1,0,0,0,0
2024-01-15 03:00:00+00:00,1.2473,17.18,2.7234,1280,100.55,103.24,-0.0193,1,0,0,0,0
2024-01-15 04:00:00+00:00,1.2916,15.89,2.7073,1505,100.88,103.58,-0.0208,1,0,0,0,0
2024-01-15 05:00:00+00:00,1.3504,21.22,2.6771,1378,101.32,103.9,-0.0178,1,0,0,0,0
2024-01-15 06:00:00+00:00,1.4302,21.22,2.6737,1576,101.67,104.26,-0.018,1,0,0,0,0
2024-01-15 07:00:00+00:00,1.4542,17.47,2.6419,1620,102.01,104.54,-0.014,1,0,0,0,0
2024-01-15 08:00:00+00:00,1.4808,17.64,2.6556,1503,102.34,104.87,-0.0072,1,0,0,0,0
2024-01-15 09:00:00+00:00,1.4876,21.16,2.6557,1382,102.74,105.13,-0.0019,1,0,0,0,0
2024-01-15 10:00:00+00:00,1.4684,12.76,2.625,1151,103.08,105.47,0.0004,0,1,0,0,0
2024-01-15 11:00:00+00:00,1.3994,12.96,2.6176,1045,103.39,105.86,0.0005,0,1,0,0,0
2024-01-15 12:00:00+00:00,1.3454,16.41,2.6014,1125,103.81,106.07,-0.0044,0,1,0,0,0
2024-01-15 13:00:00+00:00,1.3276,18.93,2.6067,949,104.11,106.34,-0.0007,0,1,0,0,0
2024-01-15 14:00:00+00:00,1.2744,21.55,2.6325,746,104.43,106.52,0.0077,0,1,0,0,0
2024-01-15 15:00:00+00:00,1.2804,27.38,2.5937,605,104.79,106.77,0.0094,0,1,0,1,0
2024-01-15 16:00:00+00:00,1.2475,24.29,2.595,364,105.02,106.89,0.019,0,1,0,1,0
2024-01-15 17:00:00+00:00,1.1812,19.2,2.5909,410,105.35,107.07,0.0113,0,0,1,0,0
2024-01-15 18:00:00+00:00,1.1084,19.9,2.6034,691,105.59,107.17,0.0056,0,0,1,0,0
2024-01-15 19:00:00+00:00,1.0557,14.99,2.6066,389,105.92,107.28,0.0098,0,0,1,0,0
2024-01-15 20:00:00+00:00,1.0452,19.91,2.5905,586,106.15,107.32,0.0112,0,0,1,0,0
2024-01-15 21:00:00+00:00,1.0616,18.56,2.5832,747,106.46,107.44,0.0177,0,0,1,0,0
2024-01-15 22:00:00+00:00,1.1041,21.61,2.5665,625,106.77,107.45,0.0176,0,0,1,0,0
2024-01-15 23:00:00+00:00,1.0992,15.86,2.5873,889,107.06,107.51,0.0133,0,0,1,0,0
2024-01-16 00:00:00+00:00,1.1817,22.6,2.5869,1094,107.31,107.51,0.0122,0,0,0,0,0
2024-01-16 01:00:00+00:00,1.3024,27.66,2.624,1131,107.53,107.49,0.0046,1,0,0,1,0
2024-01-16 02:00:00+00:00,1.3861,19.46,2.6216,1537,107.72,107.47,-0.0011,1,0,0,0,0
2024-01-16 03:00:00+00:00,1.4601,22.01,2.6062,1187,108.0,107.37,0.0038,1,0,0,0,0
2024-01-16 04:00:00+00:00,1.5107,23.45,2.5749,1539,108.15,107.31,0.0082,1,0,0,1,0
2024-01-16 05:00:00+00:00,1.5544,17.99,2.5381,1466,108.28,107.29,0.01,1,0,0,0,0
2024-01-16 06:00:00+00:00,1.5906,21.12,2.506,1577,108.48,107.13,0.0014,1,0,0,0,0
2024-01-16 07:00:00+00:00,1.6279,20.06,2.5113,1527,108.6,107.05,-0.0004,1,0,0,0,0
2024-01-16 08:00:00+00:00,1.6695,20.49,2.5213,1360,108.7,106.96,-0.0066,1,0,0,0,0
2024-01-16 09:00:00+00:00,1.6656,16.13,2.4895,1376,108.75,106.74,-0.0007,1,0,0,0,0
2024-01-16 10:00:00+00:00,1.6701,20.12,2.5075,1064,108.85,106.47,-0.0036,0,1,0,0,0
2024-01-16 11:00:00+00:00,1.6589,22.49,2.4978,1190,108.95,106.26,-0.009,0,1,0,0,0
2024-01-16 12:00:00+00:00,1.6327,27.26,2.5007,1030,109.05,106.0,-0.0089,0,1,0,1,0
2024-01-16 13:00:00+00:00,1.5658,24.8,2.533,934,109.17,105.84,-0.0121,0,1,0,1,0
2024-01-16 14:00:00+00:00,1.5638,30.77,2.5506,856,109.26,105.57,-0.0046,0,1,0,1,0
2024-01-16 15:00:00+00:00,1.4748,16.16,2.5447,683,109.3,105.24,-0.0083,0,1,0,0,0
2024-01-16 16:00:00+00:00,1.4211,24.36,2.5264,582,109.33,104.88,-0.0153,0,1,0,1,0
2024-01-16 17:00:00+00:00,1.3459,20.92,2.4831,429,109.37,104.61,-0.0261,0,0,1,0,0
2024-01-16 18:00:00+00:00,1.348,30.95,2.4689,429,109.44,104.25,-0.0262,0,0,1,1,0
2024-01-16 19:00:00+00:00,1.2972,15.96,2.465,636,109.44,103.91,-0.029,0,0,1,0,0
2024-01-16 20:00:00+00:00,1.2775,15.8,2.4456,711,109.4,103.6,-0.0362,0,0,1,0,0
2024-01-16 21:00:00+00:00,1.2673,17.0,2.4435,623,109.31,103.21,-0.0302,0,0,1,0,0
2024-01-16 22:00:00+00:00,1.2669,9.38,2.4456,755,109.19,102.83,-0.0269,0,0,1,0,0
2024-01-16 23:00:00+00:00,1.272,17.37,2.4417,780,109.16,102.44,-0.0271,0,0,1,0,0
2024-01-17 00:00:00+00:00,1.3169,16.2,2.4293,1117,109.12,102.08,-0.0202,0,0,0,0,0
2024-01-17 01:00:00+00:00,1.3855,20.75,2.4333,1196,109.05,101.71,-0.0169,1,0,0,0,0
2024-01-17 02:00:00+00:00,1.4746,21.71,2.4428,1444,108.94,101.29,-0.021,1,0,0,0,0
2024-01-17 03:00:00+00:00,1.5759,29.38,2.4216,1266,108.9,100.88,-0.0262,1,0,0,1,0
2024-01-17 04:00:00+00:00,1.6755,24.75,2.4506,1395,108.74,100.45,-0.0221,1,0,0,1,0
2024-01-17 05:00:00+00:00,1.7132,17.12,2.4491,1506,108.65,99.96,-0.0202,1,0,0,0,0
2024-01-17 06:00:00+00:00,1.7251,15.51,2.45,1565,108.49,99.55,-0.0193,1,0,0,0,0
2024-01-17 07:00:00+00:00,1.7693,22.46,2.4647,1461,108.29,99.23,-0.0235,1,0,0,0,0
2024-01-17 08:00:00+00:00,1.7572,13.4,2.4697,1346,108.14,98.76,-0.0205,1,0,0,0,0
2024-01-17 09:00:00+00:00,1.8234,29.16,2.4891,1442,107.97,98.31,-0.0243,1,0,0,1,0
2024-01-17 10:00:00+00:00,1.8183,25.9,2.4949,1322,107.78,97.86,-0.0248,0,1,0,1,0
2024-01-17 11:00:00+00:00,1.7718,17.65,2.4827,1038,107.57,97.48,-0.0176,0,1,0,0,0
2024-01-17 12:00:00+00:00,1.7032,11.43,2.4901,1136,107.34,97.11,-0.0209,0,1,0,0,0
2024-01-17 13:00:00+00:00,1.6938,26.77,2.4673,988,107.22,96.7,-0.0287,0,1,0,1,0
2024-01-17 14:00:00+00:00,1.6514,19.43,2.4698,763,107.03,96.27,-0.034,0,1,0,0,0
2024-01-17 15:00:00+00:00,1.6291,26.19,2.4695,654,106.81,95.9,-0.029,0,1,0,1,0
2024-01-17 16:00:00+00:00,1.5242,12.03,2.4656,622,106.54,95.45,-0.0277,0,1,0,0,0
2024-01-17 17:00:00+00:00,1.4642,17.0,2.4634,431,106.31,95.1,-0.0284,0,0,1,0,0
2024-01-17 18:00:00+00:00,1.4287,20.03,2.4261,503,106.05,94.8,-0.0309,0,0,1,0,0
2024-01-17 19:00:00+00:00,1.4009,20.23,2.4159,302,105.76,94.4,-0.0285,0,0,1,0,0
2024-01-17 20:00:00+00:00,1.3463,17.75,2.4186,655,105.44,94.01,-0.0327,0,0,1,0,0
2024-01-17 21:00:00+00:00,1.3546,23.11,2.4226,490,105.12,93.78,-0.0312,0,0,1,0,0
2024-01-17 22:00:00+00:00,1.3286,14.66,2.4028,900,104.64,93.46,-0.0349,0,0,1,0,0
2024-01-17 23:00:00+00:00,1.3838,19.29,2.4291,838,104.32,93.25,-0.0394,0,0,1,0,0
2024-01-18 00:00:00+00:00,1.3924,20.6,2.4125,979,103.97,92.99,-0.0426,0,0,0,0,0
2024-01-18 01:00:00+00:00,1.4325,22.57,2.4328,1067,103.71,92.74,-0.0444,1,0,0,0,0
2024-01-18 02:00:00+00:00,1.5113,23.56,2.442,1221,103.36,92.54,-0.0447,1,0,0,1,0
2024-01-18 03:00:00+00:00,1.5395,14.38,2.4296,1495,102.95,92.3,-0.0435,1,0,0,0,0
2024-01-18 04:00:00+00:00,1.5323,12.33,2.4658,1184,102.59,92.13,-0.0619,1,0,0,0,0
2024-01-18 05:00:00+00:00,1.6215,26.39,2.4423,1611,102.18,91.95,-0.066,1,0,0,1,0
2024-01-18 06:00:00+00:00,1.6622,21.66,2.4613,1534,101.84,91.74,-0.0679,1,0,0,0,0
2024-01-18 07:00:00+00:00,1.6448,16.26,2.4817,1362,101.49,91.64,-0.0604,1,0,0,0,0
2024-01-18 08:00:00+00:00,1.6944,27.76,2.4684,1325,101.17,91.53,-0.0658,1,0,0,1,0
2024-01-18 09:00:00+00:00,1.6995,20.58,2.4966,1521,100.76,91.44,-0.065,1,0,0,0,0
2024-01-18 10:00:00+00:00,1.7097,25.9,2.4916,1155,100.39,91.33,-0.0575,0,1,0,1,0
2024-01-18 11:00:00+00:00,1.6476,20.34,2.4975,1014,99.95,91.38,-0.0641,0,1,0,0,0
2024-01-18 12:00:00+00:00,1.6736,30.3,2.5027,1114,99.61,91.41,-0.0621,0,1,0,1,0
2024-01-18 13:00:00+00:00,1.6477,28.78,2.5,904,99.26,91.47,-0.0661,0,1,0,1,0
2024-01-18 14:00:00+00:00,1.5611,18.76,2.5162,656,98.91,91.49,-0.0686,0,1,0,0,0
2024-01-18 15:00:00+00:00,1.5173,24.86,2.5319,668,98.54,91.45,-0.0727,0,1,0,1,0
2024-01-18 16:00:00+00:00,1.4337,23.23,2.4966,464,98.19,91.63,-0.0763,0,1,0,0,0
2024-01-18 17:00:00+00:00,1.416,26.84,2.5228,627,97.9,91.72,-0.0627,0,0,1,1,0
2024-01-18 18:00:00+00:00,1.3303,15.18,2.4893,606,97.52,91.8,-0.0585,0,0,1,0,0
2024-01-18 19:00:00+00:00,1.2948,23.43,2.51,570,97.16,91.96,-0.053,0,0,1,1,0
2024-01-18 20:00:00+00:00,1.303,25.29,2.5325,603,96.75,92.18,-0.0505,0,0,1,1,0
2024-01-18 21:00:00+00:00,1.2724,11.21,2.5103,823,96.35,92.36,-0.0586,0,0,1,0,0
2024-01-18 22:00:00+00:00,1.2569,14.08,2.502,750,96.01,92.63,-0.0566,0,0,1,0,0
2024-01-18 23:00:00+00:00,1.2437,9.8,2.4799,752,95.72,92.9,-0.0512,0,0,1,0,0
2024-01-19 00:00:00+00:00,1.2153,18.65,2.4758,1045,95.36,93.08,-0.0555,0,0,0,0,0
2024-01-19 01:00:00+00:00,1.2333,23.59,2.4699,1338,95.02,93.3,-0.0507,1,0,0,1,0
2024-01-19 02:00:00+00:00,1.3223,27.51,2.4858,1149,94.67,93.62,-0.0471,1,0,0,1,0
2024-01-19 03:00:00+00:00,1.3811,20.37,2.5121,1317,94.32,93.78,-0.0379,1,0,0,0,0
2024-01-19 04:00:00+00:00,1.4708,28.14,2.5399,1475,94.02,94.07,-0.04,1,0,0,1,0
2024-01-19 05:00:00+00:00,1.449,13.1,2.5283,1478,93.64,94.32,-0.0454,1,0,0,0,0
2024-01-19 06:00:00+00:00,1.4114,11.48,2.5238,1402,93.41,94.63,-0.0473,1,0,0,0,0
2024-01-19 07:00:00+00:00,1.4159,19.72,2.4899,1595,93.09,94.96,-0.0401,1,0,0,0,0
2024-01-19 08:00:00+00:00,1.4124,21.92,2.4739,1665,92.85,95.3,-0.0492,1,0,0,0,0
2024-01-19 09:00:00+00:00,1.41,19.84,2.4934,1373,92.52,95.64,-0.0596,1,0,0,0,0
2024-01-19 10:00:00+00:00,1.3732,9.66,2.5258,1160,92.29,95.96,-0.0591,0,1,0,0,0
2024-01-19 11:00:00+00:00,1.3356,19.55,2.5009,975,92.07,96.46,-0.0613,0,1,0,0,0
2024-01-19 12:00:00+00:00,1.2723,13.48,2.489,1026,91.85,96.95,-0.0613,0,1,0,0,0
2024-01-19 13:00:00+00:00,1.2606,23.35,2.4886,981,91.58,97.29,-0.0566,0,1,0,0,0
2024-01-19 14:00:00+00:00,1.1973,21.83,2.4943,798,91.37,97.78,-0.0593,0,1,0,0,0
2024-01-19 15:00:00+00:00,1.1425,15.3,2.4782,646,91.11,98.17,-0.0687,0,1,0,0,0
2024-01-19 16:00:00+00:00,1.0931,17.43,2.4869,508,90.9,98.59,-0.0585,0,1,0,0,0
2024-01-19 17:00:00+00:00,1.0095,14.7,2.4775,408,90.77,99.01,-0.0635,0,0,1,0,0
2024-01-19 18:00:00+00:00,0.9559,19.69,2.4775,583,90.65,99.39,-0.0688,0,0,1,0,0
2024-01-19 19:00:00+00:00,0.9631,24.78,2.4886,608,90.49,99.86,-0.0632,0,0,1,1,0
2024-01-19 20:00:00+00:00,0.9062,15.07,2.4888,412,90.3,100.29,-0.0652,0,0,1,0,0
2024-01-19 21:00:00+00:00,0.8939,22.52,2.4802,805,90.2,100.68,-0.0655,0,0,1,0,0
2024-01-19 22:00:00+00:00,0.9139,17.35,2.4782,807,90.08,101.02,-0.0631,0,0,1,0,0
2024-01-19 23:00:00+00:00,0.9409,16.04,2.4767,1011,89.86,101.39,-0.0576,0,0,1,0,0
2024-01-20 00:00:00+00:00,0.9458,19.46,2.4695,866,89.81,101.71,-0.0593,0,0,0,0,1
2024-01-20 01:00:00+00:00,0.9356,14.82,2.4646,993,89.74,102.1,-0.0517,1,0,0,0,1
2024-01-20 02:00:00+00:00,0.9565,17.23,2.497,1235,89.73,102.43,-0.0624,1,0,0,0,1
2024-01-20 03:00:00+00:00,0.9967,14.01,2.5082,1404,89.63,102.79,-0.0586,1,0,0,0,1
2024-01-20 04:00:00+00:00,1.1028,29.82,2.5022,1613,89.44,103.23,-0.0628,1,0,0,1,1
2024-01-20 05:00:00+00:00,1.1478,20.18,2.5161,1554,89.43,103.65,-0.0559,1,0,0,0,1
2024-01-20 06:00:00+00:00,1.1906,16.5,2.5093,1476,89.44,103.99,-0.0552,1,0,0,0,1
2024-01-20 07:00:00+00:00,1.234,21.07,2.5327,1380,89.36,104.32,-0.0586,1,0,0,0,1
2024-01-20 08:00:00+00:00,1.2692,19.44,2.5397,1556,89.33,104.73,-0.0553,1,0,0,0,1
2024-01-20 09:00:00+00:00,1.2415,18.9,2.5372,1257,89.5,105.06,-0.0508,1,0,0,0,1
2024-01-20 10:00:00+00:00,1.2326,23.07,2.5458,1413,89.54,105.33,-0.0476,0,1,0,0,1
2024-01-20 11:00:00+00:00,1.2328,23.79,2.5139,1101,89.64,105.53,-0.0527,0,1,0,1,1
2024-01-20 12:00:00+00:00,1.1792,17.35,2.4912,1159,89.68,105.81,-0.0552,0,1,0,0,1
2024-01-20 13:00:00+00:00,1.132,17.12,2.4674,938,89.67,106.09,-0.0552,0,1,0,0,1
2024-01-20 14:00:00+00:00,1.0637,18.62,2.4706,736,89.76,106.27,-0.0554,0,1,0,0,1
2024-01-20 15:00:00+00:00,0.9763,8.49,2.5056,595,89.87,106.49,-0.0516,0,1,0,0,1
2024-01-20 16:00:00+00:00,0.8907,12.42,2.5501,533,89.98,106.65,-0.0617,0,1,0,0,1
2024-01-20 17:00:00+00:00,0.9009,26.83,2.5624,560,90.11,106.8,-0.06,0,0,1,1,1
2024-01-20 18:00:00+00:00,0.8898,28.22,2.5718,508,90.28,106.82,-0.0615,0,0,1,1,1
2024-01-20 19:00:00+00:00,0.8411,18.75,2.5351,458,90.44,106.93,-0.0657,0,0,1,0,1
2024-01-20 20:00:00+00:00,0.8407,22.88,2.5239,550,90.56,107.07,-0.0694,0,0,1,0,1
2024-01-20 21:00:00+00:00,0.8582,21.56,2.5079,654,90.78,107.12,-0.0705,0,0,1,0,1
2024-01-20 22:00:00+00:00,0.9313,35.39,2.4954,537,90.89,107.17,-0.0885,0,0,1,1,1
2024-01-20 23:00:00+00:00,0.9598,25.6,2.492,916,91.0,107.17,-0.092,0,0,1,1,1
2024-01-21 00:00:00+00:00,0.9808,19.36,2.4827,902,91.26,107.2,-0.0964,0,0,0,0,1
2024-01-21 01:00:00+00:00,0.9518,15.22,2.4433,1014,91.53,107.18,-0.0937,1,0,0,0,1
2024-01-21 02:00:00+00:00,0.9445,11.97,2.4588,1081,91.77,107.1,-0.0977,1,0,0,0,1
2024-01-21 03:00:00+00:00,1.023,21.02,2.4378,1174,91.96,107.11,-0.0988,1,0,0,0,1
2024-01-21 04:00:00+00:00,1.0685,16.22,2.4432,1297,92.2,107.08,-0.0911,1,0,0,0,1
2024-01-21 05:00:00+00:00,1.1106,12.89,2.4852,1412,92.46,106.95,-0.0861,1,0,0,0,1
2024-01-21 06:00:00+00:00,1.1592,16.77,2.467,1695,92.67,106.86,-0.0816,1,0,0,0,1
2024-01-21 07:00:00+00:00,1.1905,14.59,2.4167,1430,92.93,106.74,-0.0841,1,0,0,0,1
2024-01-21 08:00:00+00:00,1.252,28.44,2.4118,1451,93.27,106.62,-0.0814,1,0,0,1,1
2024-01-21 09:00:00+00:00,1.298,24.41,2.4347,1394,93.65,106.35,-0.0826,1,0,0,1,1
